NM,FQ,FM,LQ
10429,11718,10506,9549
10934,11766,10048,9519
11385,11590,9704,9709
11678,11252,9519,10091
11753,10824,9524,10591
11609,10366,9736,11104
11285,9945,10136,11524
10840,9639,10658,11765
10349,9522,11189,11776
9905,9639,11600,11546
9609,9971,11800,11114
9534,10441,11749,10577
9691,10942,11467,10063
10030,11375,11014,9686
10471,11663,10488,9508
10929,11755,10000,9541
11336,11624,9649,9761
11633,11291,9498,10128
11761,10822,9566,10596
11663,10327,9825,11106
11326,9911,10229,11560
10812,9653,10713,11828
10263,9583,11204,11805
9829,9701,11605,11492
9596,9989,11811,10996
9571,10416,11750,10468
9721,10916,11430,10022
10012,11382,10948,9709
10413,11698,10432,9549
10884,11780,9993,9553
11351,11616,9695,9739
11704,11261,9564,10114
11827,10809,9611,10640
11663,10348,9840,11205
11257,9946,10240,11642
10737,9660,10754,11822
10234,9549,11267,11716
9837,9655,11642,11395
9591,9974,11783,10956
9526,10445,11675,10483
9658,10957,11371,10042
9976,11398,10948,9696
10438,11682,10478,9509
10959,11763,10036,9529
11429,11631,9694,9777
11736,11305,9530,10214
11808,10834,9595,10743
11629,10311,9884,11244
11238,9859,10326,11610
10718,9581,10816,11771
10186,9529,11255,11694
9762,9690,11574,11398
9526,10017,11725,10949
9509,10450,11676,10447
9696,10927,11418,9996
10045,11379,10981,9682
10496,11716,10457,9549
10989,11835,9977,9610
11446,11674,9658,9850
11766,11263,9558,10245
11842,10727,9664,10742
11626,10213,9931,11246
11171,9825,10310,11630
10619,9603,10755,11784
10118,9552,11207,11673
9758,9676,11578,11349
9572,9971,11768,10910
9561,10423,11708,10453
9720,10963,11401,10049
10044,11469,10930,9742
10515,11789,10421,9575
11059,11830,9984,9596
11542,11596,9685,9835
11816,11179,9557,10270
11802,10685,9621,10799
11529,10207,9873,11285
11099,9811,10281,11613
10616,9557,10774,11731
10158,9495,11249,11640
9788,9649,11605,11373
9561,10008,11761,10974
9530,10509,11686,10501
9723,11046,11395,10036
10118,11501,10941,9683
10633,11771,10414,9529
11145,11800,9931,9611
11541,11577,9603,9898
11751,11153,9496,10318
11743,10632,9612,10788
11523,10130,9908,11234
11125,9749,10320,11582
10625,9546,10783,11761
10127,9540,11236,11710
9744,9721,11605,11420
9555,10066,11801,10951
9588,10536,11740,10426
9819,11063,11398,9975
10190,11534,10865,9680
10642,11808,10302,9567
11111,11794,9858,9634
11515,11509,9600,9875
11755,11060,9533,10267
11759,10572,9636,10762
11516,10135,9894,11264
11088,9803,10288,11651
10587,9602,10787,11811
10127,9559,11306,11704
9785,9713,11708,11368
9605,10076,11855,10905
9607,10598,11696,10412
9800,11152,11296,9971
10167,11575,10788,9650
10648,11765,10291,9505
11142,11709,9878,9575
11533,11457,9600,9856
11737,11075,9495,10302
11717,10627,9593,10823
11489,10175,9896,11310
11104,9792,10365,11661
10625,9562,10908,11803
10138,9548,11398,11703
9747,9767,11719,11371
9543,10172,11805,10874
9575,10665,11646,10331
9822,11142,11279,9870
10214,11519,10783,9579
10669,11729,10261,9498
11112,11727,9825,9616
11483,11503,9559,9906
11717,11100,9505,10326
11753,10604,9664,10825
11546,10130,9996,11326
11113,9777,10443,11714
10559,9600,10939,11856
10046,9613,11400,11691
9697,9808,11724,11276
9560,10160,11815,10752
9615,10630,11632,10255
9829,11129,11228,9867
10172,11545,10718,9621
10612,11766,10228,9530
11097,11740,9845,9612
11534,11482,9620,9883
11799,11072,9565,10338
11792,10605,9692,10903
11504,10160,10001,11429
11028,9799,10462,11757
10501,9583,10991,11801
10039,9564,11455,11588
9704,9770,11730,11206
9536,10167,11759,10746
9557,10670,11560,10282
9775,11164,11198,9875
10167,11546,10747,9592
10670,11747,10280,9492
11185,11736,9869,9616
11595,11514,9595,9958
11802,11110,9532,10448
11759,10598,9701,10978
11475,10089,10068,11427
11012,9705,10541,11706
10472,9527,11015,11763
9976,9574,11407,11585
9630,9816,11658,11214
9492,10195,11729,10730
9570,10656,11590,10240
9836,11134,11247,9842
10238,11552,10755,9605
10718,11806,10231,9558
11207,11802,9810,9699
11616,11514,9587,10011
11837,11024,9583,10458
11779,10482,9764,10971
11440,10019,10082,11437
10924,9704,10495,11726
10384,9557,10953,11763
9940,9583,11384,11551
9657,9782,11690,11167
9548,10153,11777,10712
9612,10659,11603,10271
9846,11206,11207,9903
10242,11647,10702,9649
10761,11846,10212,9558
11296,11752,9830,9675
11697,11421,9603,10009
11841,10958,9557,10500
11702,10463,9706,11024
11349,10015,10033,11449
10888,9677,10490,11689
10410,9503,10990,11716
9984,9536,11427,11547
9668,9787,11704,11218
9522,10221,11761,10775
9590,10755,11585,10289
9882,11269,11210,9857
10345,11649,10706,9585
10871,11814,10181,9537
11338,11726,9755,9717
11654,11403,9524,10071
11769,10923,9519,10520
11669,10399,9722,10988
11367,9943,10077,11402
10914,9638,10520,11689
10400,9522,10989,11776
9939,9602,11418,11615
9636,9859,11726,11229
9547,10265,11814,10715
9673,10772,11619,10209
9971,11291,11171,9819
10384,11687,10602,9605
10849,11833,10082,9572
11299,11690,9719,9716
11642,11320,9548,10026
11787,10843,9558,10474
11680,10373,9730,10989
11346,9979,10052,11459
10872,9700,10503,11759
10376,9563,11029,11799
9960,9603,11516,11579
9685,9852,11815,11170
9582,10299,11819,10681
9667,10853,11536,10201
9941,11362,11072,9805
10368,11685,10560,9557
10867,11764,10094,9505
11329,11616,9737,9672
11646,11304,9530,10036
11755,10887,9513,10530
11643,10428,9706,11051
11340,9995,10093,11491
10902,9669,10611,11756
10405,9528,11146,11792
9943,9621,11569,11580
9625,9932,11786,11159
9526,10386,11760,10623
9660,10880,11502,10104
9979,11321,11068,9714
10407,11632,10548,9517
10865,11755,10053,9527
11286,11658,9684,9726
11608,11348,9511,10078
11767,10889,9556,10542
11698,10387,9799,11057
11379,9956,10189,11526
10870,9677,10665,11816
10313,9583,11155,11817
9862,9678,11566,11523
9608,9944,11794,11041
9560,10355,11762,10519
9688,10850,11472,10067
9961,11328,11009,9742
10352,11671,10496,9562
10824,11789,10046,9545
11306,11655,9729,9709
11686,11318,9576,10068
11838,10870,9601,10588
11697,10402,9809,11157
11305,9984,10194,11607
10789,9677,10698,11807
10281,9543,11211,11727
9870,9625,11600,11430
9604,9924,11767,11007
9518,10380,11693,10540
9627,10892,11418,10094
9928,11350,11010,9734
10382,11662,10543,9524
10908,11773,10089,9522
11392,11668,9726,9749
11721,11356,9539,10168
11817,10887,9581,10689
11659,10357,9848,11191
11284,9891,10271,11571
10771,9594,10753,11755
10236,9520,11195,11709
9798,9658,11532,11441
9541,9967,11712,11010
9501,10389,11697,10511
9669,10868,11466,10052
10003,11335,11045,9720
10448,11698,10519,9564
10944,11846,10023,9601
11411,11707,9684,9819
11749,11307,9560,10196
11848,10774,9642,10682
11655,10256,9887,11188
11220,9856,10250,11589
10677,9617,10688,11773
10171,9545,11148,11696
9797,9646,11540,11400
9590,9923,11762,10976
9557,10365,11735,10518
9696,10909,11452,10102
10007,11429,10990,9776
10468,11774,10476,9585
11011,11838,10025,9581
11502,11624,9705,9798
11794,11219,9555,10214
11805,10733,9594,10735
11561,10253,9825,11226
11153,9846,10220,11576
10678,9575,10710,11726
10216,9490,11196,11669
9829,9623,11575,11426
9581,9964,11762,11038
9526,10457,11715,10561
9699,10996,11443,10082
10079,11462,10995,9709
10582,11752,10464,9532
11092,11804,9967,9591
11496,11603,9621,9856
11726,11198,9492,10258
11748,10687,9584,10724
11558,10183,9862,11178
11183,9789,10263,11550
10691,9566,10727,11761
10186,9537,11191,11742
9783,9698,11581,11471
9572,10026,11803,11009
9582,10485,11766,10478
9791,11011,11442,10013
10144,11492,10916,9700
10584,11785,10352,9565
11051,11798,9897,9610
11466,11542,9620,9829
11732,11114,9530,10206
11770,10633,9613,10698
11558,10192,9853,11212
11150,9845,10238,11625
10651,9624,10737,11816
10180,9558,11267,11733
9820,9689,11686,11414
9617,10032,11856,10954
9595,10544,11719,10457
9764,11095,11339,10006
10112,11530,10841,9669
10582,11745,10344,9503
11078,11720,9921,9550
11487,11496,9624,9811
11719,11135,9497,10244
11733,10692,9574,10764
11535,10233,9860,11265
11163,9834,10320,11638
10685,9581,10861,11806
10186,9543,11358,11727
9775,9739,11694,11409
9549,10124,11801,10920
9557,10604,11667,10378
9780,11082,11324,9907
10156,11473,10843,9600
10604,11711,10321,9497
11054,11743,9871,9594
11443,11550,9583,9866
11706,11162,9509,10273
11773,10669,9646,10772
11590,10184,9962,11283
11169,9812,10397,11690
10614,9613,10887,11855
10088,9602,11353,11712
9721,9773,11693,11316
9562,10106,11810,10802
9595,10564,11658,10306
9788,11067,11281,9908
10116,11502,10783,9646
10551,11755,10289,9534
11044,11762,9892,9594
11500,11531,9644,9846
11793,11132,9567,10289
11813,10663,9672,10851
11546,10205,9963,11384
11079,9827,10410,11729
10553,9589,10932,11798
10080,9548,11401,11611
9729,9731,11698,11250
9540,10108,11759,10803
9539,10603,11592,10339
9737,11105,11254,9923
10115,11509,10813,9621
10615,11741,10340,9498
11140,11759,9912,9599
11568,11558,9617,9921
11797,11163,9528,10399
11777,10647,9676,10922
11513,10128,10023,11377
11062,9729,10481,11675
10525,9532,10951,11760
10022,9555,11353,11614
9659,9774,11630,11267
9497,10139,11733,10795
9553,10595,11626,10302
9802,11081,11305,9890
10193,11520,10820,9632
10670,11802,10287,9561
11165,11823,9847,9679
11588,11552,9602,9970
11828,11070,9573,10402
11794,10528,9731,10910
11479,10057,10030,11384
10979,9729,10430,11698
10442,9563,10888,11768
9989,9566,11333,11589
9687,9745,11666,11227
9557,10100,11787,10779
9599,10602,11643,10331
9816,11157,11264,9947
10200,11617,10761,9671
10713,11840,10261,9556
11250,11769,9861,9649
11663,11455,9612,9962
11829,11004,9543,10438
11718,10513,9669,10959
11392,10059,9979,11398
10948,9706,10426,11667
10472,9512,10929,11729
10035,9522,11384,11588
9701,9752,11689,11276
9532,10173,11775,10837
9578,10702,11624,10342
9851,11222,11262,9893
10300,11617,10760,9599
10817,11805,10225,9529
11286,11740,9785,9685
11616,11439,9532,10019
11757,10975,9505,10456
11688,10456,9685,10925
11415,9993,10025,11356
10978,9670,10464,11670
10465,9533,10938,11790
9991,9589,11384,11657
9665,9827,11714,11284
9553,10219,11828,10770
9656,10720,11653,10254
9934,11241,11218,9850
10329,11651,10656,9614
10787,11823,10128,9560
11241,11708,9751,9681
11603,11365,9558,9973
11778,10904,9545,10411
11706,10435,9699,10929
11399,10031,10007,11418
10937,9734,10453,11746
10437,9575,10983,11816
10006,9591,11484,11615
9709,9819,11802,11218
9582,10249,11829,10728
9644,10795,11568,10242
9896,11307,11121,9834
10306,11650,10615,9567
10801,11757,10145,9494
11271,11641,9772,9639
11612,11354,9545,9984
11754,10952,9505,10470
11674,10493,9678,10997
11393,10047,10053,11455
10963,9700,10565,11744
10459,9537,11100,11804
9982,9605,11533,11611
9643,9894,11769,11201
9521,10330,11766,10672
9630,10817,11535,10149
9929,11265,11121,9746
10345,11597,10611,9529
10801,11754,10108,9518
11234,11689,9722,9696
11580,11404,9527,10031
11770,10955,9549,10488
11730,10449,9772,11008
11429,10002,10149,11490
10926,9702,10615,11801
10362,9586,11103,11825
9897,9655,11524,11553
9623,9899,11773,11087
9553,10293,11771,10572
9658,10784,11511,10117
9913,11272,11069,9777
10293,11642,10561,9579
10766,11793,10102,9539
11262,11690,9766,9683
11664,11373,9591,10025
11844,10930,9592,10537
11727,10454,9781,11107
11351,10021,10148,11568
10841,9696,10640,11789
10329,9540,11151,11736
9905,9598,11554,11464
9621,9875,11748,11060
9512,10316,11708,10600
9599,10828,11462,10149
9884,11301,11072,9774
10329,11638,10608,9544
10857,11781,10142,9517
11354,11702,9759,9722
11703,11405,9548,10125
11821,10939,9566,10635
11686,10402,9811,11137
11327,9924,10217,11529
10823,9611,10687,11738
10288,9514,11134,11721
9838,9630,11488,11482
9562,9918,11697,11071
9498,10329,11716,10578
9644,10809,11515,10109
9963,11291,11108,9758
10402,11677,10581,9581
10897,11852,10072,9593
11373,11736,9710,9790
11726,11350,9563,10147
11848,10821,9622,10621
11681,10300,9844,11129
11267,9891,10190,11545
10737,9634,10622,11759
10228,9542,11087,11718
9839,9620,11500,11450
9612,9879,11753,11040
9556,10310,11760,10583
9675,10854,11501,10155
9970,11389,11048,9810
10422,11754,10531,9595
10963,11841,10066,9567
11459,11649,9727,9761
11767,11261,9554,10158
11805,10782,9570,10669
11591,10301,9781,11166
11205,9885,10160,11539
10740,9597,10646,11720
10275,9489,11144,11695
9873,9599,11545,11477
9603,9923,11760,11100
9525,10406,11741,10620
9677,10946,11487,10128
10039,11421,11048,9735
10531,11729,10513,9538
11035,11803,10007,9571
11447,11629,9642,9813
11698,11244,9490,10200
11750,10743,9560,10658
11593,10238,9819,11121
11242,9831,10210,11515
10758,9590,10673,11757
10246,9538,11148,11769
9824,9678,11557,11519
9590,9987,11803,11064
9577,10434,11788,10529
9763,10959,11481,10053
10097,11446,10967,9721
10524,11758,10405,9565
10988,11801,9938,9588
11414,11575,9643,9786
11705,11168,9532,10148
11777,10697,9593,10634
11598,10251,9817,11159
11210,9890,10192,11595
10717,9647,10689,11816
10235,9559,11226,11759
9856,9666,11662,11455
9629,9991,11852,11002
9583,10488,11739,10502
9730,11036,11379,10042
10058,11482,10895,9691
10516,11721,10399,9506
11014,11728,9966,9529
11439,11536,9651,9768
11701,11193,9503,10187
11748,10758,9557,10708
11576,10293,9827,11218
11221,9877,10277,11612
10744,9601,10815,11804
10234,9540,11315,11747
9804,9712,11664,11446
9556,10076,11793,10966
9540,10543,11686,10425
9741,11020,11368,9948
10099,11425,10902,9625
10540,11690,10383,9500
10995,11757,9920,9576
11401,11594,9612,9828
11692,11225,9514,10224
11790,10733,9631,10719
11632,10238,9928,11240
11222,9848,10352,11661
10668,9627,10835,11848
10132,9593,11303,11730
9747,9740,11658,11354
9566,10054,11801,10853
9577,10499,11682,10359
9749,11004,11331,9954
10063,11456,10848,9674
10493,11741,10351,9542
10992,11782,9939,9580
11466,11576,9671,9812
11784,11190,9570,10241
11832,10719,9654,10798
11584,10251,9924,11337
11129,9856,10356,11698
10603,9598,10871,11790
10124,9535,11345,11632
9757,9693,11663,11295
9547,10052,11755,10861
9524,10538,11622,10399
9701,11046,11308,9973
10067,11471,10878,9652
10564,11731,10401,9506
11095,11779,9957,9584
11539,11598,9639,9886
11788,11213,9527,10348
11791,10696,9651,10866
11547,10169,9976,11326
11112,9755,10419,11643
10580,9538,10886,11755
10071,9540,11298,11641
9691,9736,11598,11320
9508,10084,11733,10861
9541,10534,11660,10365
9771,11028,11360,9940
10151,11485,10883,9661
10623,11794,10342,9566
11122,11839,9886,9661
11555,11587,9618,9930
11815,11116,9565,10346
11805,10575,9700,10847
11515,10099,9978,11329
11035,9756,10367,11667
10502,9572,10823,11771
10041,9552,11281,11625
9722,9710,11640,11286
9568,10051,11794,10845
9589,10547,11679,10392
9787,11108,11318,9992
10158,11585,10818,9694
10664,11830,10310,9555
11201,11782,9894,9624
11625,11488,9624,9915
11813,11049,9532,10376
11732,10563,9635,10894
11435,10104,9927,11347
11007,9738,10365,11642
10536,9524,10871,11736
10089,9512,11341,11627
9735,9721,11672,11334
9542,10127,11787,10898
9567,10650,11659,10394
9821,11174,11310,9931
10252,11583,10812,9616
10761,11790,10272,9522
11230,11751,9818,9655
11574,11475,9545,9968
11742,11027,9494,10393
11706,10514,9653,10862
11462,10044,9978,11307
11043,9706,10409,11650
10530,9547,10888,11801
10043,9581,11348,11694
9696,9798,11699,11336
9560,10174,11837,10823
9640,10666,11684,10298
9897,11189,11264,9882
10274,11612,10708,9628
10723,11808,10178,9551
11181,11725,9785,9651
11561,11409,9572,9923
11767,10964,9539,10348
11730,10498,9672,10869
11450,10085,9966,11375
11001,9770,10405,11730
10498,9589,10937,11828
10051,9582,11449,11649
9733,9787,11785,11263
9583,10199,11834,10777
9620,10736,11597,10284
9851,11251,11169,9865
10246,11610,10672,9581
10734,11748,10198,9486
11212,11666,9811,9608
11576,11405,9563,9935
11750,11016,9502,10412
11702,10557,9654,10944
11444,10099,10015,11417
11022,9733,10519,11729
10514,9545,11054,11811
10022,9591,11493,11638
9663,9856,11747,11242
9517,10275,11770,10719
9603,10753,11566,10195
9881,11207,11175,9781
10284,11561,10673,9546
10739,11748,10167,9512
11183,11718,9763,9669
11551,11458,9545,9989
11770,11019,9546,10436
11759,10508,9749,10958
11477,10047,10109,11452
10980,9727,10564,11782
10412,9588,11049,11829
9934,9634,11477,11581
9641,9856,11747,11134
9547,10233,11778,10626
9631,10717,11550,10168
9868,11215,11129,9817
10237,11610,10627,9600
10709,11795,10159,9538
11217,11722,9806,9658
11642,11425,9607,9984
11847,10987,9586,10485
11754,10506,9752,11055
11395,10059,10100,11526
10893,9715,10581,11767
10378,9538,11091,11741
9943,9574,11505,11497
9641,9828,11727,11113
9510,10254,11720,10661
9576,10764,11505,10206
9843,11250,11133,9817
10279,11613,10672,9565
10808,11785,10196,9515
11316,11731,9794,9697
11682,11450,9559,10082
11821,10989,9553,10580
11708,10449,9775,11080
11369,9959,10162,11483
10878,9629,10622,11716
10342,9512,11071,11732
9881,9604,11442,11523
9585,9873,11680,11132
9498,10272,11732,10644
9624,10751,11559,10168
9927,11246,11168,9799
10357,11655,10641,9599
10851,11855,10119,9588
11333,11760,9739,9760
11701,11389,9568,10098
11845,10867,9603,10560
11703,10346,9802,11068
11314,9927,10132,11500
10796,9655,10556,11743
10287,9541,11028,11736
9884,9598,11460,11498
9636,9837,11744,11103
9559,10256,11782,10648
9657,10801,11546,10209
9935,11346,11105,9844
10376,11731,10585,9607
10911,11841,10108,9555
11413,11669,9751,9726
11737,11300,9555,10103
11802,10833,9548,10603
11618,10352,9739,11104
11258,9927,10103,11498
10804,9622,10585,11710
10336,9493,11091,11718
9919,9580,11513,11525
9627,9885,11756,11160
9526,10356,11763,10678
9656,10894,11529,10173
10000,11377,11099,9763
10477,11702,10565,9543
10976,11801,10048,9554
11395,11651,9667,9774
11666,11289,9493,10142
11750,10801,9540,10594
11623,10297,9779,11064
11298,9878,10159,11478
10825,9616,10621,11751
10306,9542,11103,11793
9868,9659,11530,11564
9610,9950,11798,11117
9573,10384,11807,10578
9737,10903,11520,10091
10050,11397,11019,9744
10463,11729,10458,9569
10923,11801,9982,9570
11360,11605,9670,9746
11676,11223,9536,10091
11783,10760,9577,10572
11636,10312,9783,11106
11269,9937,10147,11564
10780,9674,10642,11812
10290,9562,11184,11780
9892,9647,11633,11493
9644,9950,11843,11048
9573,10432,11754,10549
9696,10975,11418,10081
10005,11430,10950,9715
10451,11695,10457,9510
10949,11735,10015,9511
11390,11572,9683,9729
11680,11252,9511,10134
11759,10825,9544,10651
11616,10352,9797,11171
11277,9920,10234,11584
10802,9622,10767,11798
10282,9537,11270,11763
9835,9686,11630,11480
9565,10029,11781,11012
9525,10482,11702,10474
9704,10957,11411,9991
10044,11376,10962,9654
10477,11668,10445,9509
10936,11768,9972,9561
11360,11635,9644,9794
11677,11285,9522,10176
11804,10796,9617,10667
11670,10291,9897,11193
11274,9884,10305,11630
10721,9641,10780,11839
10177,9584,11249,11745
9777,9708,11619,11392
9574,10002,11789,10906
9562,10434,11704,10414
9715,10939,11382,10002
10012,11410,10912,9707
10436,11724,10415,9553
10940,11798,9990,9567
11431,11618,9700,9780
11773,11245,9575,10195
11845,10774,9636,10745
11618,10296,9887,11287
